outlet_id,outlet_name,outlet_type,city,cuisine_type,account_manager,seating_capacity,google_rating,instagram_followers,months_onboarded,flavours_ordered,complaints_last3m,payment_delay_days,am_assigned,outreach_response_rate,order_m1,order_m2,order_m3,order_m4,order_m5,order_m6,avg_monthly_cubes,order_trend_pct,days_since_last_order,monthly_revenue_inr,monthly_gp_inr,annual_revenue_inr,ltv_24m_inr,churn_risk_score,churned,recommended_intervention,intervention_cost_inr,expected_revenue_saved_inr,retention_roi,intervention_efficiency,retention_priority_index,health_tier,priority_tier
FF-1073,The Black Label II,Fine Dining Restaurant,Ranchi,Indian,Neha Joshi,48,4.9,29828,23,4,1,16,1,0,11944,11505,10827,5125,2437,1143,7163,-90.42,120,42978,19770,515736,79080,54.5,1,Premium Flavour Trial,500,25859,5061.7,0.65,0.93,🟡 At Risk,Tier 3 – Monitor
FF-1074,Sundowner Bar II,4-Star Hotel,Delhi,Japanese,Neha Joshi,264,3.9,46979,24,2,6,36,1,2,10531,9825,9730,7942,6634,5191,8308,-50.7,39,49848,22930,598176,550320,36.4,0,Extended Credit Terms,997,120189,11943.1,0.7,4.68,🟢 Healthy,Tier 3 – Monitor
FF-1075,Spice Symphony II,4-Star Hotel,Mumbai,Fusion,Arjun Mehta,255,4.7,20603,13,2,4,35,0,3,19434,20965,21447,22073,21338,20004,20876,2.93,17,125256,57618,1503072,1325214,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1076,Casa Milano II,Fine Dining Restaurant,Pune,Continental,Vikram Singh,204,4.3,40391,22,6,4,18,0,0,11924,11268,11053,9157,8021,6862,9714,-42.45,45,58284,26811,699408,616653,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1077,The Lemon Tree II,Premium Café,Delhi,Japanese,Riya Sharma,291,4.5,11254,33,6,0,26,0,0,21296,22960,21323,22236,21185,18664,21277,-12.36,11,127662,58725,1531944,1291950,36.4,0,Extended Credit Terms,2553,282161,10947.8,0.7,10.98,🟢 Healthy,Tier 2 – Engage
FF-1078,Bourbon Street II,Bar & Lounge,Hyderabad,Multi-Cuisine,Riya Sharma,255,4.6,81937,3,5,7,33,0,2,13327,14344,14572,13833,14336,14003,14069,5.07,70,84414,38830,1012968,38830,63.6,1,Extended Credit Terms,1688,14817,777.3,0.7,0.58,🟡 At Risk,Tier 3 – Monitor
FF-1079,Café Nuvola II,Premium Café,Mumbai,Mediterranean,Priya Nair,258,4.1,73482,19,3,5,10,1,1,16700,17485,18610,17667,16537,15279,17046,-8.51,23,102276,47047,1227312,846846,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1080,The Blue Petal Café III,Fine Dining Restaurant,Delhi,Pan-Asian,Neha Joshi,285,4.2,56422,23,5,1,44,1,2,19574,20073,19697,12966,8548,4919,14296,-74.87,120,85776,39457,1029312,236742,63.6,1,Extended Credit Terms,1716,90340,5161.6,0.7,3.52,🟡 At Risk,Tier 3 – Monitor
FF-1081,Skyline Bar III,5-Star Hotel,Ranchi,Japanese,Riya Sharma,84,4.1,48731,29,4,2,11,0,3,12582,12738,12159,8075,5363,3247,9027,-74.19,62,54162,24915,649944,174405,54.5,1,Premium Flavour Trial,500,57030,11283.4,0.65,2.06,🟡 At Risk,Tier 3 – Monitor
FF-1082,Monarch Grand Hotel III,Bar & Lounge,Ranchi,Continental,Neha Joshi,196,4.3,29801,30,5,5,20,1,3,20312,21501,21303,22194,21112,21472,21315,5.71,2,127890,58829,1534680,764777,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1083,Spice Route III,Premium Café,Pune,Continental,Riya Sharma,22,3.3,63211,25,1,5,10,0,3,14341,13857,12855,11564,10601,9455,12112,-34.07,86,72672,33429,872064,33429,54.5,1,Dedicated Account Manager,8000,10931,36.6,0.85,0.52,🟡 At Risk,Tier 3 – Monitor
FF-1084,The Artisan Brew III,Bar & Lounge,Hyderabad,Japanese,Arjun Mehta,161,3.9,41823,8,4,0,38,0,3,9177,9129,9597,9873,10142,9637,9592,5.01,84,57552,26474,690624,635376,45.5,0,Extended Credit Terms,1151,173457,14957.1,0.7,6.75,🟡 At Risk,Tier 2 – Engage
FF-1085,Fusion 9 III,Bar & Lounge,Hyderabad,Italian,Vikram Singh,177,4.3,19252,16,6,0,27,1,3,11616,11837,12455,5727,2733,1376,7624,-88.15,120,45744,21042,548928,147294,63.6,1,Extended Credit Terms,915,56207,6036.2,0.7,2.19,🟡 At Risk,Tier 3 – Monitor
FF-1086,Cloud Nine Lounge III,4-Star Hotel,Mumbai,Pan-Asian,Riya Sharma,165,4.3,82705,8,2,7,4,1,1,7298,7194,7295,3668,1869,916,4706,-87.44,120,28236,12989,338832,25978,63.6,1,Dedicated Account Manager,8000,9913,23.9,0.85,0.47,🟡 At Risk,Tier 3 – Monitor
FF-1087,The Grand Palate III,5-Star Hotel,Delhi,Italian,Neha Joshi,172,4.6,13895,1,6,4,16,1,0,11447,11314,11048,10055,9421,8152,10239,-28.78,72,61434,28260,737208,678240,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1088,Saffron Kitchen III,Fine Dining Restaurant,Hyderabad,Mediterranean,Arjun Mehta,212,4.4,56773,5,3,0,19,0,2,8390,8162,8553,6853,5446,4320,6954,-48.5,37,41724,19193,500688,403053,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1089,Urban Brew Co. III,Bar & Lounge,Hyderabad,Continental,Riya Sharma,92,5.0,5395,3,4,0,40,1,2,17871,18054,18211,15371,13989,12602,16016,-29.48,49,96096,44204,1153152,1060896,36.4,0,Extended Credit Terms,1922,231699,11948.9,0.7,9.02,🟢 Healthy,Tier 2 – Engage
FF-1090,The Cellar Bar III,Premium Café,Chennai,Continental,Priya Nair,159,3.7,77059,1,4,0,11,1,3,15794,16679,17548,17186,16665,14944,16469,-5.38,52,98814,45454,1185768,1090896,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1091,Pearl Continental III,4-Star Hotel,Mumbai,Multi-Cuisine,Vikram Singh,206,3.8,11199,4,1,7,5,1,2,14540,13845,14136,13080,13429,12710,13623,-12.59,33,81738,37599,980856,902376,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1092,Breezy Bites III,4-Star Hotel,Mumbai,Mediterranean,Riya Sharma,80,3.9,65561,35,3,4,16,1,3,7267,7772,8125,7008,6386,5666,7037,-22.03,22,42222,19422,506664,466128,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1093,Metro Mixology III,5-Star Hotel,Hyderabad,Continental,Arjun Mehta,217,4.0,10215,32,2,2,18,1,1,20483,21102,21434,19437,15878,14509,18807,-29.16,5,112842,51907,1354104,986233,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1094,The Social Hub III,Fine Dining Restaurant,Mumbai,Mediterranean,Priya Nair,30,4.7,19669,34,7,2,25,0,1,9651,10150,10010,8750,7562,6653,8796,-31.06,18,52776,24277,633312,509817,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1095,Terrace & Toast III,Bar & Lounge,Chennai,Pan-Asian,Arjun Mehta,81,3.6,16663,25,4,6,43,0,0,7354,7420,7963,8180,8188,7300,7734,-0.73,38,46404,21346,556848,106730,63.6,1,Extended Credit Terms,928,40728,4284.2,0.7,1.58,🟡 At Risk,Tier 3 – Monitor
FF-1096,Altitude Lounge III,Bar & Lounge,Pune,Indian,Arjun Mehta,245,4.6,6282,10,4,6,43,0,1,7335,7663,7713,3692,1786,893,4847,-87.81,72,29082,13378,348984,80268,90.9,1,Extended Credit Terms,582,43778,7409.3,0.7,1.7,🔴 Critical,Tier 3 – Monitor
FF-1097,The Copper Pot III,Bar & Lounge,Bangalore,Continental,Priya Nair,172,3.9,84828,21,1,0,31,0,1,18695,17247,17536,16225,16425,15559,16947,-16.77,64,101682,46774,1220184,1122576,45.5,0,Extended Credit Terms,2034,306463,14959.7,0.7,11.92,🟡 At Risk,Tier 1 – Urgent
FF-1098,Velvet Room III,Premium Café,Hyderabad,Multi-Cuisine,Arjun Mehta,218,4.3,36085,27,5,6,5,1,0,19988,21006,20066,19548,17707,14964,18879,-25.13,10,113274,52106,1359288,990014,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1099,Zest & Zeal III,Premium Café,Hyderabad,Pan-Asian,Priya Nair,71,4.3,31182,27,2,4,35,1,2,7377,6834,6971,6163,5520,4754,6269,-35.55,79,37614,17302,451368,259530,36.4,0,Extended Credit Terms,752,56681,7427.5,0.7,2.21,🟢 Healthy,Tier 3 – Monitor
FF-1100,Neon Nights Bar III,Premium Café,Delhi,Japanese,Riya Sharma,279,3.9,48364,2,6,7,37,1,3,19307,20511,20745,17333,14475,12225,17432,-36.68,42,104592,48112,1255104,721680,36.4,0,Extended Credit Terms,2092,157614,7430.6,0.7,6.13,🟢 Healthy,Tier 2 – Engage
FF-1101,The Garden Table III,5-Star Hotel,Pune,Mediterranean,Priya Nair,78,4.1,84916,13,3,2,10,0,3,22618,24398,23167,21018,19150,17284,21272,-23.58,48,127632,58711,1531584,939376,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1102,Harbour View III,Bar & Lounge,Bangalore,Japanese,Priya Nair,91,3.9,55614,9,4,5,32,1,2,15772,15252,14177,13846,13594,12350,14165,-21.7,44,84990,39095,1019880,469140,36.4,0,Extended Credit Terms,1700,102460,5923.6,0.7,3.99,🟢 Healthy,Tier 3 – Monitor
FF-1103,Crimson Fork III,Bar & Lounge,Pune,Italian,Vikram Singh,167,3.3,38567,22,4,2,23,1,0,5487,5232,5319,5269,4903,4881,5181,-11.04,82,31086,14300,373032,343200,36.4,0,Premium Flavour Trial,500,74954,14861.1,0.65,2.71,🟢 Healthy,Tier 3 – Monitor
FF-1104,Olive & Oak III,Cloud Kitchen,Mumbai,Pan-Asian,Priya Nair,82,4.0,43185,26,6,2,22,1,2,7241,7548,7866,6860,5826,5023,6727,-30.63,87,40362,18567,484344,241371,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1105,The Rooftop Sip III,Premium Café,Pune,Japanese,Priya Nair,262,3.4,18573,12,2,4,14,1,1,15856,15229,15286,14874,14303,12061,14601,-23.93,16,87606,40299,1051272,765681,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1106,Downtown Diner III,Bar & Lounge,Mumbai,Fusion,Riya Sharma,126,3.9,36535,17,5,6,26,1,0,7317,7744,7405,7585,7375,7493,7486,2.41,54,44916,20661,538992,82644,63.6,1,Extended Credit Terms,898,31536,3408.0,0.7,1.23,🟡 At Risk,Tier 3 – Monitor
FF-1107,Bombay Blend III,4-Star Hotel,Delhi,Fusion,Vikram Singh,245,4.3,65477,14,4,5,10,1,0,8192,7671,7875,7132,5984,5125,6996,-37.43,35,41976,19309,503712,463416,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1108,The Mango Tree III,Premium Café,Pune,Continental,Neha Joshi,237,4.2,83862,14,2,4,16,0,0,5176,4866,4539,3949,3920,3428,4313,-33.76,28,25878,11904,310536,190464,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1109,Latitude 28 III,Premium Café,Delhi,Mediterranean,Riya Sharma,260,4.4,65950,34,6,0,13,1,3,19079,20541,20349,18787,17031,14495,18380,-24.03,2,110280,50729,1323360,659477,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1110,The Ice House III,Premium Café,Mumbai,Indian,Riya Sharma,278,3.4,10882,20,1,7,26,0,2,8207,8435,7980,5190,3520,2288,5936,-72.11,20,35616,16383,427392,32766,81.8,1,Extended Credit Terms,712,16081,2155.5,0.7,0.63,🔴 Critical,Tier 3 – Monitor
FF-1111,Pearl & Petal III,Premium Café,Chennai,Pan-Asian,Neha Joshi,281,4.4,4937,11,5,3,17,0,0,10256,10825,10278,10324,9953,9183,10136,-10.46,41,60816,27975,729792,531525,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1112,Mosaic Café III,Cloud Kitchen,Chennai,Continental,Priya Nair,24,3.8,71471,16,3,2,27,0,0,18830,18300,17428,16634,16156,14653,17000,-22.18,80,102000,46920,1224000,328440,54.5,1,Extended Credit Terms,2040,107399,5162.1,0.7,4.18,🟡 At Risk,Tier 3 – Monitor
FF-1113,The Black Label III,Fine Dining Restaurant,Bangalore,Multi-Cuisine,Arjun Mehta,280,3.9,65112,31,4,3,3,1,0,20972,21564,21173,17478,14467,10393,17674,-50.44,59,106044,48780,1272528,878040,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1114,Sundowner Bar III,5-Star Hotel,Ranchi,Italian,Vikram Singh,73,4.7,62429,6,2,7,6,1,2,7306,7416,6883,6249,5504,4565,6320,-37.51,69,37920,17443,455040,418632,36.4,0,Dedicated Account Manager,8000,91429,1042.7,0.85,4.32,🟢 Healthy,Tier 3 – Monitor
FF-1115,Spice Symphony III,Fine Dining Restaurant,Bangalore,Mediterranean,Arjun Mehta,66,3.2,12829,19,1,7,44,1,3,18084,18382,18081,14920,13509,12026,15833,-33.5,53,94998,43699,1139976,305893,63.6,1,Extended Credit Terms,1900,116728,6040.4,0.7,4.54,🟡 At Risk,Tier 3 – Monitor
FF-1116,Casa Milano III,Fine Dining Restaurant,Mumbai,Pan-Asian,Neha Joshi,234,4.3,25669,4,3,4,34,0,1,21538,22167,22208,13874,8457,5200,15574,-75.85,110,93444,42984,1121328,42984,72.7,1,Extended Credit Terms,1869,18749,902.7,0.7,0.73,🔴 Critical,Tier 3 – Monitor
FF-1117,The Lemon Tree III,Premium Café,Mumbai,Fusion,Riya Sharma,196,4.3,35094,4,7,4,8,1,3,12272,12419,12385,10234,7917,5775,10167,-52.94,20,61002,28061,732024,477037,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1118,Bourbon Street III,Cloud Kitchen,Ranchi,Pan-Asian,Riya Sharma,28,3.9,77457,20,2,4,7,1,0,6677,6601,6477,2937,1348,608,4108,-90.88,48,24648,11338,295776,11338,54.5,1,Premium Flavour Trial,500,3707,640.1,0.65,0.13,🟡 At Risk,Tier 3 – Monitor
FF-1119,Café Nuvola III,Bar & Lounge,Hyderabad,Indian,Vikram Singh,118,3.6,61131,10,2,3,44,1,3,21052,20297,21398,21226,18771,16523,19877,-21.51,61,119262,54861,1431144,1152081,45.5,0,Extended Credit Terms,2385,314518,13081.9,0.7,12.24,🟡 At Risk,Tier 1 – Urgent
FF-1120,The Blue Petal Café IV,Fine Dining Restaurant,Hyderabad,Fusion,Riya Sharma,39,3.6,45533,24,3,4,16,1,3,16693,17410,16422,15630,13365,12843,15393,-23.06,58,92358,42485,1108296,1019640,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1121,Skyline Bar IV,Cloud Kitchen,Hyderabad,Indian,Riya Sharma,260,4.8,63633,35,1,7,16,0,1,13116,12541,12552,12485,11310,10495,12083,-19.98,27,72498,33349,869976,767027,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1122,Monarch Grand Hotel IV,Bar & Lounge,Delhi,Multi-Cuisine,Vikram Singh,80,4.0,73665,26,7,0,32,0,2,5012,5166,4804,4518,4728,4814,4840,-3.95,26,29040,13358,348480,320592,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1123,Spice Route IV,Premium Café,Bangalore,Italian,Vikram Singh,197,3.8,74361,21,6,4,31,1,2,19500,18667,17386,15481,13770,12400,16200,-36.41,7,97200,44712,1166400,804816,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1124,The Artisan Brew IV,Premium Café,Delhi,Multi-Cuisine,Neha Joshi,81,4.0,52790,21,1,1,7,0,3,4996,5096,5156,5368,5365,4855,5139,-2.82,42,30834,14184,370008,241128,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1125,Fusion 9 IV,Bar & Lounge,Bangalore,Continental,Riya Sharma,164,4.4,32250,10,5,6,18,1,3,8057,8375,8463,5196,3464,2262,5969,-71.92,88,35814,16474,429768,32948,63.6,1,Dedicated Account Manager,8000,12572,57.1,0.85,0.59,🟡 At Risk,Tier 3 – Monitor
FF-1126,Cloud Nine Lounge IV,Fine Dining Restaurant,Bangalore,Continental,Riya Sharma,235,3.5,40961,4,4,3,37,1,2,5453,5207,5521,5330,4975,4463,5158,-18.15,53,30948,14236,371376,199304,45.5,0,Extended Credit Terms,619,54409,8675.8,0.7,2.12,🟡 At Risk,Tier 3 – Monitor
FF-1127,The Grand Palate IV,Fine Dining Restaurant,Pune,Multi-Cuisine,Neha Joshi,22,4.0,74300,20,3,1,2,1,2,14213,13212,13334,12147,10650,9908,12244,-30.29,59,73464,33793,881568,777239,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1128,Saffron Kitchen IV,Premium Café,Mumbai,Italian,Priya Nair,179,4.3,78722,17,6,4,4,0,1,11425,10750,11540,10627,10724,10914,10996,-4.47,38,65976,30349,791712,728376,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1129,Urban Brew Co. IV,Bar & Lounge,Delhi,Multi-Cuisine,Priya Nair,246,4.9,24726,7,7,7,12,0,0,21137,21495,19942,17979,17799,15788,19023,-25.31,69,114138,52503,1369656,315018,54.5,1,Dedicated Account Manager,8000,103010,1187.5,0.85,4.87,🟡 At Risk,Tier 3 – Monitor
FF-1130,The Cellar Bar IV,Bar & Lounge,Delhi,Italian,Priya Nair,288,3.7,7221,4,3,0,30,0,3,17941,18944,17725,17399,17567,15696,17545,-12.51,87,105270,48424,1263240,145272,54.5,1,Extended Credit Terms,2105,47503,2155.7,0.7,1.85,🟡 At Risk,Tier 3 – Monitor
FF-1131,Pearl Continental IV,Premium Café,Hyderabad,Italian,Neha Joshi,139,3.8,56654,29,3,2,15,1,2,13348,12376,11473,12004,12189,11955,12224,-10.44,53,73344,33738,880128,809712,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1132,Breezy Bites IV,Premium Café,Ranchi,Japanese,Riya Sharma,108,3.9,21109,14,1,5,31,1,3,17322,17970,17065,16303,17058,15684,16900,-9.46,15,101400,46644,1216800,1119456,36.4,0,Extended Credit Terms,2028,244489,11949.8,0.7,9.51,🟢 Healthy,Tier 2 – Engage
FF-1133,Metro Mixology IV,Bar & Lounge,Delhi,Fusion,Neha Joshi,87,4.3,52630,3,4,6,21,0,3,6004,5851,5889,5054,4485,3656,5156,-39.1,26,30936,14231,371232,313082,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1134,The Social Hub IV,Cloud Kitchen,Delhi,Mediterranean,Neha Joshi,117,3.8,73409,24,5,5,28,1,2,7875,7847,8029,4966,3070,1767,5592,-77.55,73,33552,15434,402624,30868,81.8,1,Extended Credit Terms,671,15150,2154.6,0.7,0.59,🔴 Critical,Tier 3 – Monitor
FF-1135,Terrace & Toast IV,Bar & Lounge,Hyderabad,Italian,Priya Nair,286,4.2,55749,16,2,4,21,1,1,17785,19005,17623,11203,7262,4168,12841,-76.56,32,77046,35441,924552,496174,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1136,Altitude Lounge IV,Bar & Lounge,Delhi,Indian,Arjun Mehta,124,4.6,49395,4,2,6,42,0,3,9339,9087,9735,8464,6934,6168,8287,-33.95,9,49722,22872,596664,548928,45.5,0,Extended Credit Terms,994,149857,14961.1,0.7,5.83,🟡 At Risk,Tier 2 – Engage
FF-1137,The Copper Pot IV,4-Star Hotel,Pune,Italian,Riya Sharma,142,4.5,6156,24,3,6,2,1,1,17138,17042,17974,18548,19189,17247,17856,0.64,64,107136,49283,1285632,887094,36.4,0,Dedicated Account Manager,8000,193741,2321.5,0.85,9.15,🟢 Healthy,Tier 2 – Engage
FF-1138,Velvet Room IV,Bar & Lounge,Hyderabad,Italian,Priya Nair,48,4.0,75020,34,4,0,9,1,2,8754,8072,7809,4953,2955,1816,5726,-79.25,120,34356,15804,412272,379296,45.5,0,Premium Flavour Trial,500,103547,20568.3,0.65,3.74,🟡 At Risk,Tier 3 – Monitor
FF-1139,Zest & Zeal IV,Catering Service,Delhi,Italian,Arjun Mehta,156,4.8,64240,30,7,6,41,0,0,19887,18555,17299,10976,6771,4246,12955,-78.65,95,77730,35756,932760,250292,100.0,1,Extended Credit Terms,1555,150175,9551.4,0.7,5.84,🔴 Critical,Tier 2 – Engage
FF-1140,Neon Nights Bar IV,Catering Service,Delhi,Japanese,Arjun Mehta,214,4.2,64809,18,7,3,20,0,0,12749,12256,11608,10688,10927,10271,11416,-19.44,39,68496,31508,821952,756192,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1141,The Garden Table IV,Premium Café,Chennai,Fusion,Vikram Singh,245,4.2,30484,19,6,1,15,1,3,20280,18747,17628,14771,11693,8267,15231,-59.23,4,91386,42038,1096632,546494,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1142,Harbour View IV,Bar & Lounge,Mumbai,Japanese,Riya Sharma,189,3.3,74322,31,1,1,11,1,2,15485,15810,14857,13928,13357,13219,14442,-14.63,3,86652,39860,1039824,837060,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1143,Crimson Fork IV,Bar & Lounge,Mumbai,Continental,Arjun Mehta,28,5.0,6401,19,4,1,1,1,1,20906,20659,20720,15100,11729,8271,16230,-60.43,64,97380,44795,1168560,1075080,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1144,Olive & Oak IV,Premium Café,Hyderabad,Japanese,Priya Nair,59,3.4,32052,19,4,3,40,1,3,10503,10583,10152,5073,2607,1286,6700,-87.75,86,40200,18492,482400,110952,72.7,1,Extended Credit Terms,804,48397,5912.2,0.7,1.88,🔴 Critical,Tier 3 – Monitor
FF-1145,The Rooftop Sip IV,Premium Café,Chennai,Indian,Vikram Singh,44,3.6,31555,22,1,5,23,0,2,20139,19090,18656,18456,17551,17639,18588,-12.41,11,111528,51303,1338336,1231272,36.4,0,Dedicated Account Manager,8000,268909,3261.0,0.85,12.7,🟢 Healthy,Tier 1 – Urgent
FF-1146,Downtown Diner IV,5-Star Hotel,Chennai,Indian,Riya Sharma,280,3.3,38185,24,7,0,34,0,2,13109,12680,13673,8552,5728,3502,9540,-73.28,120,57240,26330,686880,78990,81.8,1,Extended Credit Terms,1145,38768,3283.0,0.7,1.51,🔴 Critical,Tier 3 – Monitor
FF-1147,Bombay Blend IV,Bar & Lounge,Hyderabad,Japanese,Neha Joshi,245,4.4,74465,12,7,6,29,1,1,10830,11113,11440,9918,8151,7005,9742,-35.32,75,58452,26888,701424,80664,54.5,1,Extended Credit Terms,1169,26377,2154.5,0.7,1.03,🟡 At Risk,Tier 3 – Monitor
