outlet_id,outlet_name,outlet_type,city,cuisine_type,account_manager,seating_capacity,google_rating,instagram_followers,months_onboarded,flavours_ordered,complaints_last3m,payment_delay_days,am_assigned,outreach_response_rate,order_m1,order_m2,order_m3,order_m4,order_m5,order_m6,avg_monthly_cubes,order_trend_pct,days_since_last_order,monthly_revenue_inr,monthly_gp_inr,annual_revenue_inr,ltv_24m_inr,churn_risk_score,churned,recommended_intervention,intervention_cost_inr,expected_revenue_saved_inr,retention_roi,intervention_efficiency,retention_priority_index,health_tier,priority_tier
FF-1148,The Mango Tree IV,Premium Café,Mumbai,Fusion,Priya Nair,143,3.6,15216,30,7,3,29,0,3,11881,12765,13681,6961,3537,1674,8416,-85.9,45,50496,23228,605952,139368,63.6,1,Extended Credit Terms,1010,53182,5160.4,0.7,2.07,🟡 At Risk,Tier 3 – Monitor
FF-1149,Latitude 28 IV,Premium Café,Delhi,Multi-Cuisine,Arjun Mehta,57,3.5,11638,31,3,1,34,0,2,13189,12240,11539,10187,9940,8824,10986,-33.09,21,65916,30321,790992,727704,36.4,0,Extended Credit Terms,1318,158930,11949.4,0.7,6.18,🟢 Healthy,Tier 2 – Engage
FF-1150,The Ice House IV,Cloud Kitchen,Hyderabad,Mediterranean,Arjun Mehta,270,3.4,35798,19,4,4,18,1,2,5952,6323,6203,4124,2485,1622,4451,-72.74,76,26706,12285,320472,61425,54.5,1,Premium Flavour Trial,500,20085,3909.2,0.65,0.73,🟡 At Risk,Tier 3 – Monitor
FF-1151,Pearl & Petal IV,Premium Café,Bangalore,Fusion,Priya Nair,195,3.4,51612,30,2,2,7,1,2,17244,17456,17608,17560,16937,17024,17304,-1.28,46,103824,47759,1245888,1002939,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1152,Mosaic Café IV,Premium Café,Bangalore,Japanese,Arjun Mehta,109,4.3,23929,33,1,6,25,1,1,16916,17089,15931,15339,14185,13149,15434,-22.27,66,92604,42598,1111248,1022352,36.4,0,Dedicated Account Manager,8000,223281,2690.7,0.85,10.55,🟢 Healthy,Tier 2 – Engage
FF-1153,The Black Label IV,Bar & Lounge,Pune,Italian,Vikram Singh,56,4.4,50700,18,7,3,39,1,3,18357,18357,16900,16371,16469,15910,17060,-13.33,36,102360,47086,1228320,1130064,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1154,Sundowner Bar IV,Catering Service,Delhi,Pan-Asian,Riya Sharma,195,3.9,71808,28,6,7,6,0,3,15700,14618,15016,7046,3453,1743,9596,-88.89,120,57576,26485,690912,105940,72.7,1,Dedicated Account Manager,8000,46211,477.6,0.85,2.18,🔴 Critical,Tier 3 – Monitor
FF-1155,Spice Symphony IV,Premium Café,Bangalore,Mediterranean,Vikram Singh,100,4.1,48744,11,7,3,29,1,3,7493,7001,7159,5800,4618,3748,5969,-49.97,82,35814,16474,429768,395376,36.4,0,Extended Credit Terms,716,86350,11943.4,0.7,3.36,🟢 Healthy,Tier 3 – Monitor
FF-1156,Casa Milano IV,4-Star Hotel,Delhi,Mediterranean,Arjun Mehta,133,4.4,17847,33,7,0,6,0,3,8118,8249,8131,5163,3119,1928,5784,-76.24,120,34704,15964,416448,31928,54.5,1,Premium Flavour Trial,500,10440,1984.0,0.65,0.38,🟡 At Risk,Tier 3 – Monitor
FF-1157,The Lemon Tree IV,4-Star Hotel,Bangalore,Indian,Neha Joshi,59,3.2,17420,17,5,0,2,1,0,20467,19946,19912,9439,4397,2074,12705,-89.86,120,76230,35066,914760,175330,63.6,1,Premium Flavour Trial,500,66905,13254.5,0.65,2.42,🟡 At Risk,Tier 3 – Monitor
FF-1158,Bourbon Street IV,Premium Café,Delhi,Mediterranean,Riya Sharma,243,3.8,32322,6,3,3,0,1,0,20802,22190,21889,21657,19626,18036,20700,-13.3,35,124200,57132,1490400,1371168,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1159,Café Nuvola IV,4-Star Hotel,Delhi,Japanese,Riya Sharma,134,5.0,47159,4,1,1,35,1,3,20963,20649,19076,20017,18982,19252,19823,-8.16,31,118938,54711,1427256,1313064,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1160,The Blue Petal Café V,Bar & Lounge,Delhi,Italian,Priya Nair,205,4.2,40608,20,5,2,24,1,1,18495,17439,16979,16389,16126,14513,16656,-21.53,28,99936,45971,1199232,873449,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1161,Skyline Bar V,5-Star Hotel,Ranchi,Italian,Priya Nair,75,3.7,8467,27,5,6,36,1,0,8407,8695,8245,8559,8804,8462,8528,0.65,1,51168,23537,614016,117685,54.5,1,Extended Credit Terms,1023,38482,3658.1,0.7,1.5,🟡 At Risk,Tier 3 – Monitor
FF-1162,Monarch Grand Hotel V,5-Star Hotel,Hyderabad,Continental,Neha Joshi,59,4.1,12371,15,6,0,0,0,2,9166,8862,8292,7891,7891,7256,8226,-20.84,25,49356,22704,592272,340560,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1163,Spice Route V,Bar & Lounge,Bangalore,Italian,Riya Sharma,59,3.8,77952,6,4,6,14,1,0,15087,15148,16254,14023,12859,11227,14099,-25.58,43,84594,38913,1015128,933912,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1164,The Artisan Brew V,Premium Café,Chennai,Fusion,Neha Joshi,256,4.2,74770,14,6,1,36,1,2,11407,11768,11955,11125,11603,10868,11454,-4.72,84,68724,31613,824688,758712,36.4,0,Extended Credit Terms,1374,165702,11951.1,0.7,6.45,🟢 Healthy,Tier 2 – Engage
FF-1165,Fusion 9 V,Fine Dining Restaurant,Mumbai,Italian,Priya Nair,281,3.4,34113,11,4,6,12,0,3,12778,13596,14093,13568,13675,13946,13609,9.14,67,81654,37561,979848,37561,54.5,1,Dedicated Account Manager,8000,12282,53.5,0.85,0.58,🟡 At Risk,Tier 3 – Monitor
FF-1166,Cloud Nine Lounge V,Bar & Lounge,Mumbai,Indian,Priya Nair,235,3.4,28679,9,4,4,39,1,0,19100,19992,19401,18100,18815,16701,18684,-12.56,63,112104,51568,1345248,360976,54.5,1,Extended Credit Terms,2242,118039,5162.6,0.7,4.59,🟡 At Risk,Tier 3 – Monitor
FF-1167,The Grand Palate V,Premium Café,Pune,Italian,Riya Sharma,166,3.5,52688,26,1,0,7,1,1,7699,7916,7780,7002,6855,6587,7306,-14.44,51,43836,20165,526032,483960,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1168,Saffron Kitchen V,Premium Café,Mumbai,Continental,Vikram Singh,187,4.9,55599,16,7,1,4,0,0,21230,21840,20920,10849,5092,2269,13700,-89.31,3,82200,37812,986400,453744,45.5,0,Premium Flavour Trial,500,123872,24625.1,0.65,4.48,🟡 At Risk,Tier 3 – Monitor
FF-1169,Urban Brew Co. V,5-Star Hotel,Chennai,Pan-Asian,Arjun Mehta,111,4.5,35762,5,1,1,8,1,0,7210,7724,7225,5933,4309,3108,5918,-56.89,82,35508,16334,426096,392016,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1170,The Cellar Bar V,4-Star Hotel,Delhi,Japanese,Priya Nair,78,3.5,78713,10,3,2,0,1,0,21273,20578,19521,9871,4979,2343,13094,-88.98,120,78564,36139,942768,144556,63.6,1,Premium Flavour Trial,500,55162,10910.6,0.65,1.99,🟡 At Risk,Tier 3 – Monitor
FF-1171,Pearl Continental V,Premium Café,Chennai,Indian,Priya Nair,78,3.5,18768,3,4,2,35,1,3,9421,8668,9080,8400,7712,7337,8436,-22.12,74,50616,23283,607392,558792,45.5,0,Extended Credit Terms,1012,152550,14959.3,0.7,5.94,🟡 At Risk,Tier 2 – Engage
FF-1172,Breezy Bites V,Bar & Lounge,Delhi,Fusion,Vikram Singh,188,4.5,78366,13,5,4,34,1,1,13250,12766,13128,12052,11394,10439,12171,-21.21,69,73026,33592,876312,806208,36.4,0,Extended Credit Terms,1461,176075,11943.5,0.7,6.85,🟢 Healthy,Tier 2 – Engage
FF-1173,Metro Mixology V,Premium Café,Pune,Pan-Asian,Vikram Singh,288,3.5,61045,30,7,1,1,1,0,7462,7125,7178,5226,4096,3028,5685,-59.41,9,34110,15691,409320,219674,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1174,The Social Hub V,5-Star Hotel,Bangalore,Indian,Neha Joshi,64,3.6,72646,6,2,5,39,1,1,11442,11738,11691,11791,11610,10358,11438,-9.47,2,68628,31569,823536,505104,45.5,0,Extended Credit Terms,1373,137893,9936.0,0.7,5.37,🟡 At Risk,Tier 3 – Monitor
FF-1175,Terrace & Toast V,Premium Café,Chennai,Multi-Cuisine,Neha Joshi,200,4.9,72466,17,3,1,22,1,3,8980,9172,9791,10175,10074,9292,9580,3.47,34,57480,26441,689760,528820,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1176,Altitude Lounge V,4-Star Hotel,Delhi,Mediterranean,Arjun Mehta,189,3.7,40422,19,1,2,8,0,2,6852,6954,6478,6248,5779,5867,6363,-14.37,60,38178,17562,458136,421488,36.4,0,Premium Flavour Trial,500,92052,18273.9,0.65,3.33,🟢 Healthy,Tier 3 – Monitor
FF-1177,The Copper Pot V,Bar & Lounge,Bangalore,Multi-Cuisine,Arjun Mehta,210,4.4,79864,35,6,5,33,1,0,15405,14212,13713,12586,12044,12191,13358,-20.86,61,80148,36868,961776,36868,63.6,1,Extended Credit Terms,1603,14068,777.1,0.7,0.55,🟡 At Risk,Tier 3 – Monitor
FF-1178,Velvet Room V,Cloud Kitchen,Chennai,Italian,Riya Sharma,174,5.0,43413,26,3,0,13,1,1,10141,10512,10259,10021,9946,9218,10016,-9.1,31,60096,27644,721152,663456,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1179,Zest & Zeal V,Premium Café,Bangalore,Pan-Asian,Neha Joshi,207,3.9,56177,5,3,0,3,0,1,15632,15190,15876,15119,15806,15172,15465,-2.94,10,92790,42683,1113480,554879,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1180,Neon Nights Bar V,Bar & Lounge,Ranchi,Italian,Priya Nair,26,3.2,50341,29,7,6,29,1,3,5783,5935,6402,5509,5003,4535,5527,-21.58,76,33162,15255,397944,45765,63.6,1,Extended Credit Terms,663,17463,2530.1,0.7,0.68,🟡 At Risk,Tier 3 – Monitor
FF-1181,The Garden Table V,Premium Café,Ranchi,Mediterranean,Neha Joshi,152,3.6,46832,20,3,3,30,1,0,5433,5482,5254,5218,5418,4772,5262,-12.16,36,31572,14523,378864,348552,36.4,0,Extended Credit Terms,631,76123,11944.9,0.7,2.96,🟢 Healthy,Tier 3 – Monitor
FF-1182,Harbour View V,Cloud Kitchen,Bangalore,Indian,Priya Nair,254,4.7,25532,21,3,2,37,0,2,15918,15517,16446,16574,16811,16701,16327,4.92,85,97962,45063,1175544,766071,45.5,0,Extended Credit Terms,1959,209137,10570.3,0.7,8.14,🟡 At Risk,Tier 2 – Engage
FF-1183,Crimson Fork V,Fine Dining Restaurant,Ranchi,Mediterranean,Vikram Singh,64,4.8,38346,10,2,3,10,1,1,9368,8820,9286,6809,5385,4363,7338,-53.42,49,44028,20253,528336,445566,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1184,Olive & Oak V,Premium Café,Bangalore,Continental,Neha Joshi,268,4.6,59974,5,6,5,34,1,0,9868,9227,8820,7985,7416,6620,8322,-32.91,70,49932,22969,599184,22969,63.6,1,Extended Credit Terms,999,8764,776.5,0.7,0.34,🟡 At Risk,Tier 3 – Monitor
FF-1185,The Rooftop Sip V,4-Star Hotel,Pune,Mediterranean,Vikram Singh,50,3.4,45436,6,6,2,7,1,2,15806,16644,16375,17179,17179,15505,16448,-1.9,49,98688,45396,1184256,1044108,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1186,Downtown Diner V,Fine Dining Restaurant,Delhi,Continental,Arjun Mehta,42,4.6,30294,26,6,4,2,0,1,8626,9203,9069,5511,3558,2346,6385,-72.79,8,38310,17623,459720,229099,36.4,0,Premium Flavour Trial,500,50035,9887.2,0.65,1.81,🟢 Healthy,Tier 3 – Monitor
FF-1187,Bombay Blend V,5-Star Hotel,Mumbai,Mediterranean,Arjun Mehta,179,4.9,62088,4,4,1,13,0,1,21415,21928,23605,21435,21228,20278,21648,-5.31,74,129888,59748,1558656,1194960,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1188,The Mango Tree V,Bar & Lounge,Chennai,Japanese,Riya Sharma,177,4.3,71484,35,5,4,12,1,2,12421,11632,11038,10248,9976,8798,10685,-29.17,5,64110,29491,769320,707784,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1189,Latitude 28 V,Premium Café,Pune,Continental,Neha Joshi,58,4.9,50831,1,6,5,44,1,2,21120,20788,21783,18745,17439,15176,19175,-28.14,61,115050,52923,1380600,158769,54.5,1,Extended Credit Terms,2301,51917,2155.3,0.7,2.02,🟡 At Risk,Tier 3 – Monitor
FF-1190,The Ice House V,Premium Café,Bangalore,Pan-Asian,Vikram Singh,101,4.7,28641,24,3,2,31,0,3,10647,11037,10744,10301,9787,9229,10290,-13.32,85,61740,28400,740880,340800,45.5,0,Extended Credit Terms,1235,93038,7427.4,0.7,3.62,🟡 At Risk,Tier 3 – Monitor
FF-1191,Pearl & Petal V,Cloud Kitchen,Ranchi,Italian,Priya Nair,277,4.4,9574,6,3,7,33,1,0,5213,5446,5647,5473,5084,4718,5263,-9.49,26,31578,14526,378936,305046,45.5,0,Extended Credit Terms,632,83277,13056.1,0.7,3.24,🟡 At Risk,Tier 3 – Monitor
FF-1192,Mosaic Café V,Cloud Kitchen,Mumbai,Fusion,Arjun Mehta,225,4.2,6906,31,6,5,44,0,0,18050,16947,16730,12730,9467,7442,13561,-58.77,72,81366,37428,976392,261996,72.7,1,Extended Credit Terms,1627,114282,6919.8,0.7,4.45,🔴 Critical,Tier 3 – Monitor
FF-1193,The Black Label V,5-Star Hotel,Delhi,Italian,Arjun Mehta,96,3.8,23791,20,7,7,18,0,3,4713,4335,4389,4242,4330,4413,4403,-6.36,5,26418,12152,317016,279496,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1194,Sundowner Bar V,Bar & Lounge,Bangalore,Multi-Cuisine,Priya Nair,31,3.5,42068,24,6,1,37,1,1,8879,9180,9668,9196,8106,7086,8685,-20.19,15,52110,23971,625320,575304,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1195,Spice Symphony V,Bar & Lounge,Mumbai,Italian,Vikram Singh,243,4.3,47351,25,3,0,15,1,2,19690,19238,20174,18711,16224,14724,18126,-25.22,16,108756,50028,1305072,950532,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1196,Casa Milano V,4-Star Hotel,Bangalore,Indian,Vikram Singh,32,3.8,55323,21,4,0,1,0,2,11753,11291,11952,12301,11875,11336,11751,-3.55,1,70506,32433,846072,518928,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1197,The Lemon Tree V,Cloud Kitchen,Delhi,Japanese,Neha Joshi,65,4.8,23812,30,1,5,39,1,2,11117,10250,9527,8830,7937,6691,9058,-39.81,16,54348,25000,652176,600000,36.4,0,Extended Credit Terms,1087,131040,11944.2,0.7,5.1,🟢 Healthy,Tier 3 – Monitor
FF-1198,Bourbon Street V,Fine Dining Restaurant,Chennai,Mediterranean,Neha Joshi,174,5.0,43608,24,1,3,16,0,1,8396,8450,8709,7851,7581,6850,7972,-18.41,37,47832,22003,573984,264036,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1199,Café Nuvola V,Fine Dining Restaurant,Chennai,Multi-Cuisine,Riya Sharma,132,4.6,67418,30,6,2,33,1,2,15845,16735,15771,15232,13624,13160,15061,-16.94,3,90366,41568,1084392,997632,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1200,The Blue Petal Café VI,5-Star Hotel,Ranchi,Indian,Arjun Mehta,252,3.4,34671,22,2,2,41,1,2,19661,21100,20815,20172,19843,19832,20237,0.87,52,121422,55854,1457064,949518,45.5,0,Extended Credit Terms,2428,259218,10571.8,0.7,10.09,🟡 At Risk,Tier 2 – Engage
FF-1201,Skyline Bar VI,Premium Café,Bangalore,Indian,Neha Joshi,36,3.7,42279,28,6,0,15,0,3,15508,15671,15792,15727,14224,12834,14959,-17.24,47,89754,41287,1077048,949601,36.4,0,Dedicated Account Manager,8000,207392,2492.1,0.85,9.8,🟢 Healthy,Tier 2 – Engage
FF-1202,Monarch Grand Hotel VI,Premium Café,Mumbai,Continental,Vikram Singh,242,3.4,69328,7,7,6,37,0,1,9564,9586,9436,9176,9542,9202,9417,-3.78,13,56502,25991,678024,129955,54.5,1,Extended Credit Terms,1130,42495,3657.4,0.7,1.65,🟡 At Risk,Tier 3 – Monitor
FF-1203,Spice Route VI,Cloud Kitchen,Hyderabad,Italian,Priya Nair,207,4.4,12911,35,6,4,1,1,0,12128,11322,11357,9522,7910,5769,9668,-52.43,80,58008,26684,696096,640416,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1204,The Artisan Brew VI,5-Star Hotel,Ranchi,Pan-Asian,Vikram Singh,182,4.6,57509,28,1,6,1,1,3,13854,13962,15071,15269,14892,14238,14547,2.77,55,87282,40150,1047384,963600,36.4,0,Dedicated Account Manager,8000,210450,2530.3,0.85,9.94,🟢 Healthy,Tier 2 – Engage
FF-1205,Fusion 9 VI,Premium Café,Delhi,Fusion,Arjun Mehta,93,4.9,15922,14,3,1,25,1,3,5180,5080,4783,4483,4255,4158,4656,-19.73,21,27936,12851,335232,154212,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1206,Cloud Nine Lounge VI,Premium Café,Pune,Pan-Asian,Vikram Singh,252,4.0,42968,10,6,4,12,0,0,13411,13640,14022,13064,12541,11343,13003,-15.42,66,78018,35888,936216,789536,36.4,0,Dedicated Account Manager,8000,172434,2055.2,0.85,8.15,🟢 Healthy,Tier 2 – Engage
FF-1207,The Grand Palate VI,4-Star Hotel,Pune,Multi-Cuisine,Riya Sharma,243,4.8,32871,16,3,4,30,1,3,18985,18646,18335,17307,14104,12930,16717,-31.89,54,100302,46139,1203624,1107336,36.4,0,Extended Credit Terms,2006,241842,11950.0,0.7,9.41,🟢 Healthy,Tier 2 – Engage
FF-1208,Saffron Kitchen VI,Premium Café,Chennai,Japanese,Arjun Mehta,79,4.8,57522,16,3,5,33,1,1,15410,14769,13901,13584,12533,11496,13615,-25.4,27,81690,37577,980280,450924,36.4,0,Extended Credit Terms,1634,98481,5923.4,0.7,3.83,🟢 Healthy,Tier 3 – Monitor
FF-1209,Urban Brew Co. VI,Premium Café,Hyderabad,Pan-Asian,Priya Nair,241,3.8,71729,31,2,0,38,1,2,16869,15775,14913,12275,10500,8806,13189,-47.79,38,79134,36402,949608,691638,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1210,The Cellar Bar VI,Bar & Lounge,Ranchi,Mediterranean,Riya Sharma,56,4.8,51696,25,3,6,2,1,1,12219,11857,12709,10227,8493,6713,10369,-45.06,58,62214,28618,746568,457888,36.4,0,Dedicated Account Manager,8000,100002,1149.9,0.85,4.72,🟢 Healthy,Tier 3 – Monitor
FF-1211,Pearl Continental VI,4-Star Hotel,Mumbai,Pan-Asian,Arjun Mehta,297,3.9,80854,13,1,6,7,1,0,7906,7395,7844,4853,2844,1670,5418,-78.87,120,32508,14954,390096,29908,72.7,1,Dedicated Account Manager,8000,13045,63.1,0.85,0.62,🔴 Critical,Tier 3 – Monitor
FF-1212,Breezy Bites VI,4-Star Hotel,Chennai,Multi-Cuisine,Priya Nair,215,3.7,27215,6,4,0,22,1,0,5573,5284,5628,5071,4984,4654,5199,-16.49,46,31194,14349,374328,272631,36.4,0,Premium Flavour Trial,500,59542,11784.8,0.65,2.15,🟢 Healthy,Tier 3 – Monitor
FF-1213,Metro Mixology VI,Premium Café,Pune,Fusion,Riya Sharma,261,4.4,28105,9,4,6,13,1,3,15402,16602,17907,16340,15695,13845,15965,-10.11,89,95790,44063,1149480,925323,36.4,0,Dedicated Account Manager,8000,202090,2425.8,0.85,9.55,🟢 Healthy,Tier 2 – Engage
FF-1214,The Social Hub VI,4-Star Hotel,Delhi,Pan-Asian,Riya Sharma,238,3.8,31674,20,5,7,26,1,1,8656,8578,8177,4970,3142,1920,5907,-77.81,17,35442,16303,425304,114121,63.6,1,Extended Credit Terms,709,43548,6033.7,0.7,1.69,🟡 At Risk,Tier 3 – Monitor
FF-1215,Terrace & Toast VI,Premium Café,Delhi,Mediterranean,Arjun Mehta,211,4.3,10456,18,7,0,28,1,1,10847,10902,10649,5446,2485,1229,6926,-88.66,120,41556,19116,498672,95580,63.6,1,Extended Credit Terms,831,36473,4283.9,0.7,1.42,🟡 At Risk,Tier 3 – Monitor
FF-1216,Altitude Lounge VI,Bar & Lounge,Mumbai,Continental,Neha Joshi,36,4.3,76873,21,6,5,38,0,0,8895,9426,9681,5981,4065,2504,6758,-71.84,15,40548,18652,486576,37304,81.8,1,Extended Credit Terms,811,18308,2154.8,0.7,0.71,🔴 Critical,Tier 3 – Monitor
FF-1217,The Copper Pot VI,4-Star Hotel,Hyderabad,Japanese,Riya Sharma,31,4.2,69752,4,7,3,38,1,1,9054,9771,9745,9980,9757,9670,9662,6.8,71,57972,26667,695664,640008,36.4,0,Extended Credit Terms,1159,139777,11949.8,0.7,5.44,🟢 Healthy,Tier 3 – Monitor
FF-1218,Velvet Room VI,5-Star Hotel,Chennai,Multi-Cuisine,Riya Sharma,212,3.9,62449,33,1,4,0,1,0,8066,8172,8065,7259,7201,6918,7613,-14.23,64,45678,21012,548136,294168,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1219,Zest & Zeal VI,Fine Dining Restaurant,Delhi,Continental,Priya Nair,41,4.2,63146,27,3,5,16,1,1,17654,18536,18114,16282,14470,12755,16301,-27.75,21,97806,44991,1173672,1079784,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1220,Neon Nights Bar VI,4-Star Hotel,Bangalore,Continental,Vikram Singh,139,4.3,70517,7,4,2,40,0,1,9768,9497,9639,7219,5616,4463,7700,-54.3,72,46200,21252,554400,382536,45.5,0,Extended Credit Terms,924,104432,11190.1,0.7,4.06,🟡 At Risk,Tier 3 – Monitor
FF-1221,The Garden Table VI,5-Star Hotel,Mumbai,Continental,Arjun Mehta,229,4.2,63537,6,7,1,29,0,1,6646,6439,6516,5788,5302,4600,5881,-30.78,63,35286,16232,423432,389568,45.5,0,Extended Credit Terms,706,106352,14942.9,0.7,4.14,🟡 At Risk,Tier 3 – Monitor
FF-1222,Harbour View VI,Premium Café,Chennai,Indian,Arjun Mehta,289,4.0,7048,15,1,3,12,1,0,14455,14229,13458,11637,10073,8721,12095,-39.67,85,72570,33382,870840,801168,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1223,Crimson Fork VI,Bar & Lounge,Pune,Japanese,Neha Joshi,211,3.2,73794,18,4,2,20,0,3,16544,17000,16923,10208,6077,3755,11751,-77.3,120,70506,32433,846072,194598,63.6,1,Premium Flavour Trial,500,74258,14722.2,0.65,2.68,🟡 At Risk,Tier 3 – Monitor
