outlet_id,outlet_name,outlet_type,city,cuisine_type,account_manager,seating_capacity,google_rating,instagram_followers,months_onboarded,flavours_ordered,complaints_last3m,payment_delay_days,am_assigned,outreach_response_rate,order_m1,order_m2,order_m3,order_m4,order_m5,order_m6,avg_monthly_cubes,order_trend_pct,days_since_last_order,monthly_revenue_inr,monthly_gp_inr,annual_revenue_inr,ltv_24m_inr,churn_risk_score,churned,recommended_intervention,intervention_cost_inr,expected_revenue_saved_inr,retention_roi,intervention_efficiency,retention_priority_index,health_tier,priority_tier
FF-1224,Olive & Oak VI,Premium Café,Pune,Fusion,Neha Joshi,194,4.3,23677,32,3,4,18,1,1,14856,15289,15419,15162,15550,14251,15087,-4.07,20,90522,41640,1086264,999360,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1225,The Rooftop Sip VI,Premium Café,Bangalore,Italian,Arjun Mehta,223,3.5,24522,11,7,6,18,0,0,15858,15389,15562,9545,5807,3326,10914,-79.02,23,65484,30123,785808,30123,72.7,1,Dedicated Account Manager,8000,13139,64.2,0.85,0.62,🔴 Critical,Tier 3 – Monitor
FF-1226,Downtown Diner VI,Catering Service,Mumbai,Japanese,Neha Joshi,183,4.4,6042,20,4,0,24,0,0,9527,8967,8551,8231,7648,7424,8391,-22.07,58,50346,23159,604152,324226,36.4,0,Premium Flavour Trial,500,70810,14033.9,0.65,2.56,🟢 Healthy,Tier 3 – Monitor
FF-1227,Bombay Blend VI,Bar & Lounge,Mumbai,Indian,Priya Nair,270,4.6,60928,24,6,4,21,0,1,8371,8548,8879,8493,8286,7884,8410,-5.82,46,50460,23212,605520,557088,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1228,The Mango Tree VI,Cloud Kitchen,Delhi,Italian,Arjun Mehta,246,4.1,23240,15,6,5,30,0,1,8538,8030,7419,7269,7011,6276,7423,-26.49,31,44538,20487,534456,491688,45.5,0,Extended Credit Terms,891,134230,14948.3,0.7,5.22,🟡 At Risk,Tier 3 – Monitor
FF-1229,Latitude 28 VI,5-Star Hotel,Pune,Japanese,Neha Joshi,26,4.2,59853,7,5,1,16,1,3,11348,11490,11223,9299,6764,5494,9269,-51.58,9,55614,25582,667368,613968,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1230,The Ice House VI,Fine Dining Restaurant,Hyderabad,Continental,Arjun Mehta,48,4.9,57032,21,5,5,22,0,0,16014,16509,17249,16799,16572,15908,16508,-0.66,15,99048,45562,1188576,592306,36.4,0,Dedicated Account Manager,8000,129359,1516.8,0.85,6.11,🟢 Healthy,Tier 2 – Engage
FF-1231,Pearl & Petal VI,Bar & Lounge,Chennai,Multi-Cuisine,Vikram Singh,52,4.7,16552,26,4,3,31,1,0,15690,16193,16358,15532,14256,14268,15382,-9.06,26,92292,42454,1107504,1018896,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1232,Mosaic Café VI,5-Star Hotel,Chennai,Italian,Riya Sharma,153,4.8,47576,14,1,3,9,1,2,17300,18001,17313,7929,3589,1614,10957,-90.67,29,65742,30241,788904,725784,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1233,The Black Label VI,Bar & Lounge,Bangalore,Mediterranean,Arjun Mehta,98,4.7,53920,21,6,1,9,1,0,9853,10440,10765,11228,10194,9783,10377,-0.71,29,62262,28641,747144,630102,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1234,Sundowner Bar VI,Premium Café,Hyderabad,Mediterranean,Riya Sharma,77,3.4,1171,18,1,7,35,1,3,9567,9566,9669,8349,8130,7735,8836,-19.15,80,53016,24387,636192,97548,63.6,1,Extended Credit Terms,1060,37224,3408.5,0.7,1.45,🟡 At Risk,Tier 3 – Monitor
FF-1235,Spice Symphony VI,4-Star Hotel,Chennai,Pan-Asian,Neha Joshi,45,3.5,663,5,1,2,7,1,2,19822,20552,21526,19317,16840,15384,18906,-22.39,36,113436,52181,1361232,991439,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1236,Casa Milano VI,Premium Café,Pune,Italian,Riya Sharma,245,4.1,41924,3,4,2,19,1,2,12113,12343,12807,11493,9900,9221,11312,-23.87,84,67872,31221,814464,561978,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1237,The Lemon Tree VI,Premium Café,Mumbai,Multi-Cuisine,Arjun Mehta,23,3.6,54244,23,1,3,31,0,2,7956,7557,7690,6561,5702,4783,6708,-39.88,37,40248,18514,482976,407308,36.4,0,Extended Credit Terms,805,88956,10936.8,0.7,3.46,🟢 Healthy,Tier 3 – Monitor
FF-1238,Bourbon Street VI,5-Star Hotel,Bangalore,Fusion,Vikram Singh,118,4.1,70831,26,6,3,13,1,1,20055,18533,18497,17103,17557,15677,17903,-21.83,86,107418,49412,1289016,691768,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1239,Café Nuvola VI,Premium Café,Delhi,Indian,Neha Joshi,58,3.9,11134,24,3,6,27,1,1,18906,18254,17182,16608,14820,13292,16510,-29.69,71,99060,45568,1188720,273408,54.5,1,Extended Credit Terms,1981,89404,4410.8,0.7,3.48,🟡 At Risk,Tier 3 – Monitor
FF-1240,The Blue Petal Café VII,Cloud Kitchen,Chennai,Continental,Arjun Mehta,290,4.2,5298,19,5,0,23,1,0,5688,5636,5420,4977,4794,4483,5166,-21.18,23,30996,14258,371952,342192,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1241,Skyline Bar VII,Catering Service,Ranchi,Pan-Asian,Neha Joshi,176,4.5,22920,25,3,6,14,1,2,18401,18745,18502,16572,13512,12177,16318,-33.82,41,97908,45038,1174896,765646,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1242,Monarch Grand Hotel VII,Cloud Kitchen,Mumbai,Mediterranean,Priya Nair,94,4.5,29800,21,1,6,21,1,3,18846,19901,20217,18570,17963,16421,18653,-12.87,80,111918,51482,1343016,978158,36.4,0,Dedicated Account Manager,8000,213629,2570.0,0.85,10.09,🟢 Healthy,Tier 2 – Engage
FF-1243,Spice Route VII,Bar & Lounge,Ranchi,Indian,Riya Sharma,149,4.1,11249,12,3,7,29,1,1,20765,19755,19798,17126,16052,15483,18163,-25.44,28,108978,50130,1307736,1203120,36.4,0,Extended Credit Terms,2180,262761,11947.8,0.7,10.22,🟢 Healthy,Tier 2 – Engage
FF-1244,The Artisan Brew VII,Premium Café,Ranchi,Indian,Priya Nair,194,4.7,25621,33,6,2,3,1,3,20898,19645,18979,19670,19387,19661,19706,-5.92,48,118236,54389,1418832,870224,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1245,Fusion 9 VII,Cloud Kitchen,Mumbai,Continental,Arjun Mehta,103,4.0,37987,4,6,7,12,1,3,12596,13530,12461,11570,10989,10051,11866,-20.2,38,71196,32750,854352,622250,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1246,Cloud Nine Lounge VII,Bar & Lounge,Delhi,Fusion,Vikram Singh,41,4.8,33861,7,1,7,22,0,1,18758,17581,17570,17977,17030,15816,17455,-15.68,31,104730,48176,1256760,626288,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1247,The Grand Palate VII,Catering Service,Ranchi,Fusion,Neha Joshi,46,3.3,21723,22,4,1,7,1,1,19319,19252,18591,18250,16716,16805,18155,-13.01,14,108930,50108,1307160,1202592,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1248,Saffron Kitchen VII,Catering Service,Bangalore,Italian,Riya Sharma,214,4.9,73430,33,3,2,17,0,1,7916,8024,8325,6071,4638,3767,6456,-52.41,73,38736,17819,464832,409837,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1249,Urban Brew Co. VII,Fine Dining Restaurant,Hyderabad,Mediterranean,Neha Joshi,255,4.4,14556,17,4,0,11,0,1,15129,15229,14069,14678,13429,12651,14197,-16.38,88,85182,39184,1022184,940416,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1250,The Cellar Bar VII,Premium Café,Bangalore,Fusion,Arjun Mehta,111,3.9,28880,24,4,5,30,1,2,13254,12376,12543,7639,5039,3029,8980,-77.14,120,53880,24785,646560,173495,81.8,1,Extended Credit Terms,1078,85151,7791.8,0.7,3.31,🔴 Critical,Tier 3 – Monitor
FF-1251,Pearl Continental VII,Bar & Lounge,Pune,Multi-Cuisine,Neha Joshi,40,3.6,26535,34,2,3,13,0,2,7957,7393,7915,4072,2127,1014,5079,-87.25,65,30474,14018,365688,56072,63.6,1,Premium Flavour Trial,500,21397,4171.1,0.65,0.77,🟡 At Risk,Tier 3 – Monitor
FF-1252,Breezy Bites VII,Fine Dining Restaurant,Bangalore,Fusion,Riya Sharma,103,4.1,31120,28,1,3,33,0,2,5244,4912,4656,4092,4064,3769,4456,-28.12,51,26736,12299,320832,295176,45.5,0,Extended Credit Terms,535,80583,14934.3,0.7,3.14,🟡 At Risk,Tier 3 – Monitor
FF-1253,Metro Mixology VII,Bar & Lounge,Bangalore,Indian,Arjun Mehta,281,3.6,20377,22,5,0,17,0,2,13495,13679,13616,13998,14414,13236,13739,-1.92,49,82434,37920,989208,910080,36.4,0,Dedicated Account Manager,8000,198761,2384.2,0.85,9.39,🟢 Healthy,Tier 2 – Engage
FF-1254,The Social Hub VII,Premium Café,Pune,Continental,Neha Joshi,166,3.5,55816,17,6,7,33,1,0,12756,12846,12006,10829,10721,10539,11616,-17.38,43,69696,32060,836352,96180,54.5,1,Extended Credit Terms,1394,31450,2154.6,0.7,1.22,🟡 At Risk,Tier 3 – Monitor
FF-1255,Terrace & Toast VII,5-Star Hotel,Mumbai,Multi-Cuisine,Vikram Singh,276,4.3,64541,34,6,6,10,1,2,22180,21235,21662,16926,13610,9660,17545,-56.44,72,105270,48424,1263240,1162176,36.4,0,Dedicated Account Manager,8000,253819,3072.4,0.85,11.99,🟢 Healthy,Tier 1 – Urgent
FF-1256,Altitude Lounge VII,Cloud Kitchen,Delhi,Italian,Arjun Mehta,77,4.1,53852,6,1,1,40,1,1,22502,22998,23183,23540,22193,19682,22349,-12.53,87,134094,61683,1609128,1233660,36.4,0,Extended Credit Terms,2682,269431,9942.2,0.7,10.48,🟢 Healthy,Tier 2 – Engage
FF-1257,The Copper Pot VII,4-Star Hotel,Delhi,Mediterranean,Arjun Mehta,34,4.4,31411,6,7,7,11,1,3,19187,20169,19870,20669,20557,19201,19942,0.07,5,119652,55040,1435824,660480,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1258,Velvet Room VII,5-Star Hotel,Hyderabad,Italian,Vikram Singh,181,4.9,33284,34,7,3,14,1,2,5980,5541,5559,5473,5034,4445,5338,-25.66,42,32028,14733,384336,353592,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1259,Zest & Zeal VII,Premium Café,Ranchi,Indian,Priya Nair,182,4.2,3691,1,7,4,30,0,0,16146,16141,17165,11413,7212,4332,12068,-73.17,17,72408,33308,868896,166540,63.6,1,Extended Credit Terms,1448,63551,4285.9,0.7,2.47,🟡 At Risk,Tier 3 – Monitor
FF-1260,Neon Nights Bar VII,5-Star Hotel,Hyderabad,Multi-Cuisine,Riya Sharma,299,4.2,33660,10,5,6,28,1,1,18745,19312,18373,15186,12314,9346,15546,-50.14,42,93276,42907,1119312,1029768,36.4,0,Extended Credit Terms,1866,224901,11946.2,0.7,8.75,🟢 Healthy,Tier 2 – Engage
FF-1261,The Garden Table VII,Catering Service,Delhi,Multi-Cuisine,Priya Nair,31,3.4,65141,21,6,3,25,1,3,22290,21406,19770,18383,17322,16021,19198,-28.12,36,115188,52986,1382256,1271664,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1262,Harbour View VII,Premium Café,Delhi,Multi-Cuisine,Neha Joshi,293,4.5,50223,5,1,4,17,1,3,23952,23215,24558,20834,17770,14504,20805,-39.44,27,124830,57422,1497960,918752,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1263,Crimson Fork VII,Bar & Lounge,Delhi,Indian,Vikram Singh,290,3.9,4131,2,6,7,31,0,2,6726,6848,6932,6539,6792,6271,6684,-6.76,58,40104,18448,481248,36896,63.6,1,Extended Credit Terms,802,14079,1653.4,0.7,0.55,🟡 At Risk,Tier 3 – Monitor
FF-1264,Olive & Oak VII,Fine Dining Restaurant,Mumbai,Indian,Priya Nair,227,5.0,6672,22,4,0,21,1,3,9012,9585,10184,9741,8849,8994,9394,-0.2,46,56364,25927,676368,440759,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1265,The Rooftop Sip VII,4-Star Hotel,Bangalore,Italian,Arjun Mehta,46,4.7,42580,2,3,0,37,1,2,7412,7779,7899,4923,3113,1897,5503,-74.4,120,33018,15188,396216,30376,63.6,1,Extended Credit Terms,660,11591,1653.7,0.7,0.45,🟡 At Risk,Tier 3 – Monitor
FF-1266,Downtown Diner VII,4-Star Hotel,Mumbai,Pan-Asian,Neha Joshi,91,4.1,20781,10,3,6,16,0,2,18527,18773,19704,19343,20057,18898,19217,2.0,25,115302,53039,1383624,1272936,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1267,Bombay Blend VII,4-Star Hotel,Bangalore,Italian,Neha Joshi,79,3.4,29171,34,6,3,22,1,1,14855,15402,15228,14070,13951,13402,14484,-9.78,73,86904,39976,1042848,959424,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1268,The Mango Tree VII,Bar & Lounge,Pune,Mediterranean,Priya Nair,164,4.7,51931,16,2,2,23,0,1,17030,16661,17327,17390,17076,17377,17143,2.04,27,102858,47315,1234296,567780,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1269,Latitude 28 VII,Premium Café,Mumbai,Continental,Priya Nair,112,4.6,29102,22,5,4,7,0,0,13741,14050,14978,9006,5487,3259,10086,-76.28,2,60516,27837,726192,668088,45.5,0,Dedicated Account Manager,8000,182388,2179.6,0.85,8.62,🟡 At Risk,Tier 2 – Engage
FF-1270,The Ice House VII,Fine Dining Restaurant,Bangalore,Multi-Cuisine,Vikram Singh,27,3.5,51899,12,7,1,40,1,1,7961,7917,8008,6063,4615,3601,6360,-54.76,87,38160,17554,457920,421296,45.5,0,Extended Credit Terms,763,115013,14954.2,0.7,4.48,🟡 At Risk,Tier 3 – Monitor
FF-1271,Pearl & Petal VII,Fine Dining Restaurant,Hyderabad,Pan-Asian,Riya Sharma,98,3.7,23972,24,5,3,5,0,1,7419,7050,6689,5872,5431,4791,6208,-35.42,74,37248,17134,446976,411216,36.4,0,Premium Flavour Trial,500,89809,17826.1,0.65,3.24,🟢 Healthy,Tier 3 – Monitor
FF-1272,Mosaic Café VII,Fine Dining Restaurant,Mumbai,Continental,Priya Nair,46,4.6,49730,10,5,1,4,1,2,8777,9060,8724,7115,5600,4323,7266,-50.74,42,43596,20054,523152,381026,0.0,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1273,The Black Label VII,Cloud Kitchen,Ranchi,Pan-Asian,Priya Nair,193,3.5,74116,35,4,3,43,1,1,6395,6452,6140,6207,6065,5412,6111,-15.37,52,36666,16866,439992,354186,45.5,0,Extended Credit Terms,733,96692,13073.4,0.7,3.76,🟡 At Risk,Tier 3 – Monitor
FF-1274,Sundowner Bar VII,Bar & Lounge,Pune,Fusion,Arjun Mehta,69,4.9,7599,32,5,2,28,0,2,8206,8020,7695,7287,6333,5864,7234,-28.54,25,43404,19966,520848,399320,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1275,Spice Symphony VII,Bar & Lounge,Chennai,Fusion,Neha Joshi,218,4.0,25931,7,3,2,27,1,2,15593,16619,16104,14869,13417,11927,14754,-23.51,54,88524,40721,1062288,977304,36.4,0,Extended Credit Terms,1770,213443,11952.2,0.7,8.3,🟢 Healthy,Tier 2 – Engage
FF-1276,Casa Milano VII,Fine Dining Restaurant,Delhi,Japanese,Riya Sharma,200,3.4,56992,21,4,6,10,0,1,14916,13772,13893,13643,14250,13729,14033,-7.96,67,84198,38731,1010376,116193,54.5,1,Dedicated Account Manager,8000,37995,374.9,0.85,1.8,🟡 At Risk,Tier 3 – Monitor
FF-1277,The Lemon Tree VII,5-Star Hotel,Chennai,Fusion,Arjun Mehta,43,4.7,48184,20,1,6,0,0,0,16144,15668,15888,13782,12523,11701,14284,-27.52,6,85704,39424,1028448,551936,36.4,0,Dedicated Account Manager,8000,120542,1406.6,0.85,5.7,🟢 Healthy,Tier 2 – Engage
FF-1278,Bourbon Street VII,4-Star Hotel,Bangalore,Italian,Vikram Singh,65,3.9,30611,26,5,2,42,0,0,15817,14695,14522,9029,5812,3436,10551,-78.27,120,63306,29121,759672,87363,81.8,1,Extended Credit Terms,1266,42877,3284.2,0.7,1.67,🔴 Critical,Tier 3 – Monitor
FF-1279,Café Nuvola VII,Fine Dining Restaurant,Mumbai,Fusion,Vikram Singh,34,4.1,64436,4,5,5,18,0,3,19227,20046,20416,19640,17910,17871,19185,-7.05,70,115110,52951,1381320,1217873,45.5,0,Dedicated Account Manager,8000,332479,4055.5,0.85,15.71,🟡 At Risk,Tier 1 – Urgent
FF-1280,The Blue Petal Café VIII,Cloud Kitchen,Bangalore,Indian,Priya Nair,172,3.4,23114,22,1,2,8,0,3,16711,17251,16096,14582,14617,12925,15363,-22.65,53,92178,42402,1106136,890442,36.4,0,Dedicated Account Manager,8000,194472,2330.6,0.85,9.19,🟢 Healthy,Tier 2 – Engage
FF-1281,Skyline Bar VIII,Bar & Lounge,Chennai,Multi-Cuisine,Priya Nair,241,3.2,42491,15,5,0,26,1,1,5381,5235,4889,4601,4784,4775,4944,-11.26,66,29664,13645,355968,327480,45.5,0,Extended Credit Terms,593,89402,14951.0,0.7,3.48,🟡 At Risk,Tier 3 – Monitor
FF-1282,Monarch Grand Hotel VIII,Bar & Lounge,Bangalore,Italian,Vikram Singh,225,4.3,70976,21,1,0,33,1,0,17782,18281,17321,18071,17824,16833,17685,-5.34,58,106110,48811,1273320,1171464,45.5,0,Extended Credit Terms,2122,319809,14964.1,0.7,12.44,🟡 At Risk,Tier 1 – Urgent
FF-1283,Spice Route VIII,Premium Café,Mumbai,Continental,Priya Nair,292,4.1,61420,15,4,5,43,0,2,9329,9173,9199,6236,3724,2203,6644,-76.38,120,39864,18337,478368,91685,90.9,1,Extended Credit Terms,797,50004,6166.3,0.7,1.95,🔴 Critical,Tier 3 – Monitor
FF-1284,The Artisan Brew VIII,5-Star Hotel,Ranchi,Japanese,Riya Sharma,255,4.3,64030,22,3,7,3,1,3,10271,10692,10202,9234,8660,7393,9408,-28.02,87,56448,25966,677376,623184,36.4,0,Dedicated Account Manager,8000,136103,1601.1,0.85,6.43,🟢 Healthy,Tier 2 – Engage
FF-1285,Fusion 9 VIII,Premium Café,Mumbai,Japanese,Priya Nair,247,4.6,36724,28,1,4,35,1,2,4923,4886,4716,4061,3915,3769,4378,-23.44,2,26268,12083,315216,181245,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1286,Cloud Nine Lounge VIII,Bar & Lounge,Delhi,Japanese,Neha Joshi,28,4.4,8288,14,2,7,17,1,3,19888,19608,19295,14307,10998,7832,15321,-60.62,76,91926,42286,1103112,761148,36.4,0,Dedicated Account Manager,8000,166234,1977.7,0.85,7.85,🟢 Healthy,Tier 2 – Engage
FF-1287,The Grand Palate VIII,Bar & Lounge,Delhi,Continental,Priya Nair,185,3.5,28582,27,1,1,14,1,1,9674,10346,10862,10414,10746,9756,10299,0.85,22,61794,28425,741528,682200,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1288,Saffron Kitchen VIII,Premium Café,Delhi,Continental,Arjun Mehta,233,3.8,77316,28,5,7,12,0,0,12885,12371,11408,11294,10700,9440,11349,-26.73,37,68094,31323,817128,751752,36.4,0,Dedicated Account Manager,8000,164182,1952.0,0.85,7.76,🟢 Healthy,Tier 2 – Engage
FF-1289,Urban Brew Co. VIII,5-Star Hotel,Delhi,Continental,Riya Sharma,136,4.8,84088,26,7,3,18,0,3,6100,5729,5865,5402,5590,5404,5681,-11.41,20,34086,15680,409032,282240,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1290,The Cellar Bar VIII,Premium Café,Delhi,Continental,Arjun Mehta,91,4.6,17031,2,7,7,5,1,0,14361,14555,14948,14406,13597,12352,14036,-13.99,24,84216,38739,1010592,929736,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1291,Pearl Continental VIII,Premium Café,Ranchi,Japanese,Arjun Mehta,83,4.2,45357,25,4,3,11,1,2,6205,6670,6988,3201,1471,660,4199,-89.35,120,25194,11589,302328,220191,45.5,0,Premium Flavour Trial,500,60112,11898.6,0.65,2.17,🟡 At Risk,Tier 3 – Monitor
FF-1292,Breezy Bites VIII,Fine Dining Restaurant,Delhi,Japanese,Neha Joshi,224,3.7,10642,3,6,5,36,0,1,14147,13870,14830,12423,9406,6927,11933,-51.03,65,71598,32935,859176,65870,72.7,1,Extended Credit Terms,1432,28732,1905.1,0.7,1.12,🔴 Critical,Tier 3 – Monitor
FF-1293,Metro Mixology VIII,Bar & Lounge,Mumbai,Pan-Asian,Riya Sharma,228,3.7,48855,8,4,0,16,1,0,12812,11914,10999,10528,9793,8945,10831,-30.18,65,64986,29894,779832,717456,36.4,0,Dedicated Account Manager,8000,156692,1858.4,0.85,7.4,🟢 Healthy,Tier 2 – Engage
FF-1294,The Social Hub VIII,Premium Café,Pune,Italian,Riya Sharma,91,4.5,10366,33,6,6,22,1,1,15417,15020,14187,11534,9562,6960,12113,-54.85,81,72678,33432,872136,802368,36.4,0,Dedicated Account Manager,8000,175237,2090.2,0.85,8.28,🟢 Healthy,Tier 2 – Engage
FF-1295,Terrace & Toast VIII,Bar & Lounge,Bangalore,Multi-Cuisine,Riya Sharma,296,4.7,70567,35,7,3,25,1,0,14179,14192,15068,14335,14536,13628,14323,-3.89,1,85938,39531,1031256,592965,9.1,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1296,Altitude Lounge VIII,4-Star Hotel,Ranchi,Fusion,Riya Sharma,293,4.4,64527,6,7,0,28,1,2,16542,15647,15543,15452,15474,15142,15633,-8.46,3,93798,43147,1125576,992381,18.2,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
FF-1297,The Copper Pot VIII,Premium Café,Delhi,Fusion,Riya Sharma,114,4.7,58406,23,1,4,32,1,2,9009,9236,9331,8666,8190,7456,8648,-17.24,46,51888,23868,622656,572832,36.4,0,Extended Credit Terms,1038,125106,11941.1,0.7,4.87,🟢 Healthy,Tier 3 – Monitor
FF-1298,Velvet Room VIII,5-Star Hotel,Delhi,Indian,Neha Joshi,185,4.6,28638,25,3,1,26,1,1,12720,13733,14091,12990,12049,11221,12800,-11.78,55,76800,35328,921600,494592,36.4,0,Extended Credit Terms,1536,108018,6927.9,0.7,4.2,🟢 Healthy,Tier 3 – Monitor
FF-1299,Zest & Zeal VIII,Premium Café,Delhi,Japanese,Priya Nair,51,3.5,30456,19,2,4,24,1,2,21334,21169,21775,21528,20727,18405,20823,-13.73,75,124938,57471,1499256,1379304,27.3,0,No Intervention Needed,0,0,0.0,0.0,0.0,🟢 Healthy,Tier 3 – Monitor
